2022-12-13,-0.109
2022-12-14,-0.018
2022-12-15,0.046
2022-12-16,0.122
2022-12-19,0.139
2022-12-20,-0.084
2022-12-21,-0.312
2022-12-22,-0.026
2022-12-23,-0.299
2022-12-26,-0.089
2022-12-27,0.226
2022-12-28,-0.156
2022-12-29,0.491
2022-12-30,-0.037
2023-01-02,-0.191
2023-01-03,-0.308
2023-01-04,-0.255
2023-01-05,0.483
2023-01-06,0.225
2023-01-09,0.01
2023-01-10,-0.008
2023-01-11,0.128
2023-01-12,1.497
2023-01-13,0.599
2023-01-16,0.181
2023-01-17,-0.24
2023-01-18,-0.625
2023-01-19,-0.009
2023-01-20,0.227
2023-01-23,-0.54
2023-01-24,0.385
2023-01-25,-0.143
2023-01-26,0.586
2023-01-27,0.949
2023-01-30,-0.422
2023-01-31,-0.456
2023-02-01,-0.446
2023-02-02,-0.63
2023-02-03,0.386
2023-02-06,-0.18
2023-02-07,-0.328
2023-02-08,-0.712
2023-02-09,-0.604
2023-02-10,-0.274
2023-02-13,0.652
2023-02-14,0.747
2023-02-15,-0.498
2023-02-16,0.06
2023-02-17,0.068
2023-02-20,-0.397
2023-02-21,-0.121
2023-02-22,-0.547
2023-02-23,-0.064
2023-02-24,0.008
2023-02-27,-0.247
2023-02-28,0.297
2023-03-01,-0.129
2023-03-02,0.609
2023-03-03,0.218
2023-03-06,0.379
2023-03-07,-0.322
2023-03-08,-0.167
2023-03-09,0.215
2023-03-10,-0.286
2023-03-13,0.04
2023-03-14,0.136
2023-03-15,-0.088
2023-03-16,-0.153
2023-03-17,-0.06
2023-03-21,-0.364
2023-03-22,-0.414
2023-03-23,0.378
2023-03-24,0.315
2023-03-27,0.435
2023-03-28,-0.107
2023-03-29,0.256
2023-03-30,0.078
2023-03-31,0.075
2023-04-03,0.056
2023-04-04,0.971
2023-04-05,0.457
2023-04-06,-0.346
2023-04-07,0.204
2023-04-10,-0.147
2023-04-11,0.061
2023-04-12,-0.236
2023-04-13,-0.125
2023-04-14,-0.634
2023-04-17,-0.093
2023-04-18,0.984
2023-04-19,-0.194
2023-04-20,0.423
2023-04-24,0.063
2023-04-25,0.362
2023-04-26,-0.109
2023-04-27,0.454
2023-04-28,-0.306
